,Recall@1,AuPR,auSC,AuROC
oxford_evaluation,93.14647460991246,99.33272424309581,0.8660377621063576,91.74962685239467
business_evaluation,80.16240847626328,96.58123369326323,4.950017703450972,87.15885580084623
residential_evaluation,79.96936936936937,94.61330072999347,6.628247275054376,82.46841689696012
university_evaluation,85.23976023976023,96.54660305974161,4.135530451124437,83.57807946079937
